GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
THEFT                         ,Theft: All Other Larceny,10/22/2014 12:00:00 AM,4812 N IH 35 SVRD SB                                                                                ,10/30/2014 12:00:00 AM,78751.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,09/16/2014 12:00:00 AM,5327 CAMERON RD                                                                                     ,09/28/2014 12:00:00 AM,78723.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,12/21/2014 12:00:00 AM,2508 E RIVERSIDE DR                                                                                 ,02/02/2015 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,10/23/2014 12:00:00 AM,2508 E RIVERSIDE DR                                                                                 ,10/24/2014 12:00:00 AM,78741.0
AGG ASSAULT FAM/DATE VIOLENCE ,Aggravated Assault,05/01/2014 12:00:00 AM,1711 RUTLAND DR                                                                                     ,05/28/2014 12:00:00 AM,78758.0
THEFT                         ,Theft: All Other Larceny,09/18/2014 12:00:00 AM,5301 SOUTHWEST PKWY                                                                                 ,05/13/2015 12:00:00 AM,78735.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/29/2014 12:00:00 AM,500 E 5TH ST                                                                                        ,04/07/2014 12:00:00 AM,78701.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,07/07/2014 12:00:00 AM,5510 S IH 35 SVRD SB                                                                                ,07/15/2014 12:00:00 AM,78745.0
THEFT                         ,Theft: All Other Larceny,10/03/2014 12:00:00 AM,1111 RED RIVER ST                                                                                   ,10/06/2014 12:00:00 AM,78701.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,06/06/2014 12:00:00 AM,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,06/09/2014 12:00:00 AM,78746.0
BURGLARY OF VEHICLE           ,Theft: BOV,04/12/2014 12:00:00 AM,5000 ALF AVE                                                                                        ,04/15/2014 12:00:00 AM,78721.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/01/2014 12:00:00 AM,1515 WICKERSHAM LN                                                                                  ,07/02/2014 12:00:00 AM,78741.0
AGG RAPE OF A CHILD           ,Rape,11/20/2014 12:00:00 AM,,01/22/2015 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/13/2014 12:00:00 AM,2600 SHOAL CREEK BLVD                                                                               ,08/05/2014 12:00:00 AM,78703.0
AGG ASSAULT                   ,Aggravated Assault,07/01/2014 12:00:00 AM,12042 UTTIMER LN                                                                                    ,,
BURGLARY OF VEHICLE           ,Theft: BOV,01/08/2014 12:00:00 AM,1701 DIRECTORS BLVD                                                                                 ,01/20/2014 12:00:00 AM,78744.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",04/17/2014 12:00:00 AM,1213 W 5TH ST                                                                                       ,05/07/2014 12:00:00 AM,78703.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/31/2014 12:00:00 AM,4510 W GUADALUPE ST                                                                                 ,09/03/2014 12:00:00 AM,78751.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,12/27/2014 12:00:00 AM,6518 ED BLUESTEIN BLVD SB                                                                           ,01/03/2015 12:00:00 AM,78723.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",12/10/2014 12:00:00 AM,4607 E 12TH ST                                                                                      ,12/15/2014 12:00:00 AM,78721.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,11/10/2014 12:00:00 AM,9414 N LAMAR BLVD                                                                                   ,11/24/2014 12:00:00 AM,78758.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,04/14/2014 12:00:00 AM,NUECES ST / W 4TH ST                                                                                ,,78701.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,07/23/2014 12:00:00 AM,12707 N MOPAC EXPY NB                                                                               ,07/28/2014 12:00:00 AM,78727.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/10/2014 12:00:00 AM,4700 STAGGERBRUSH RD                                                                                ,07/10/2014 12:00:00 AM,78749.0
RAPE                          ,Rape,04/01/2014 12:00:00 AM,,06/23/2015 12:00:00 AM,78744.0
THEFT FROM BUILDING           ,Theft: from Building,12/02/2014 12:00:00 AM,222 E 6TH ST                                                                                        ,12/18/2014 12:00:00 AM,78701.0
THEFT                         ,Theft: All Other Larceny,10/07/2014 12:00:00 AM,412 E 6TH ST                                                                                        ,10/22/2014 12:00:00 AM,78701.0
THEFT                         ,Theft: All Other Larceny,11/14/2014 12:00:00 AM,4405 E RIVERSIDE DR                                                                                 ,01/26/2015 12:00:00 AM,78741.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",04/22/2014 12:00:00 AM,1811 RIVER CROSSING CIR                                                                             ,,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/13/2014 12:00:00 AM,12415 FALLEN TOWER LN                                                                               ,12/16/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/18/2014 12:00:00 AM,3100 S FM 973 RD                                                                                    ,05/19/2014 12:00:00 AM,78617.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,09/21/2014 12:00:00 AM,12900 N IH 35 SVRD SB                                                                               ,,78753.0
THEFT                         ,Theft: All Other Larceny,04/25/2014 12:00:00 AM,E 6TH ST / NECHES ST                                                                                ,04/28/2014 12:00:00 AM,78701.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/04/2014 12:00:00 AM,2401 S IH 35 SVRD NB                                                                                ,06/27/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,07/13/2014 12:00:00 AM,11441 S IH 35 NB                                                                                    ,07/14/2014 12:00:00 AM,78747.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/13/2014 12:00:00 AM,910 W 26TH ST                                                                                       ,11/04/2014 12:00:00 AM,78705.0
THEFT OF METAL                ,Theft: All Other Larceny,12/31/2014 12:00:00 AM,3813 WADFORD ST                                                                                     ,01/16/2015 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,10/09/2014 12:00:00 AM,1919 S PLEASANT VALLEY RD                                                                           ,10/13/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,04/11/2014 12:00:00 AM,14028 N US 183 HWY SVRD SB                                                                          ,06/23/2014 12:00:00 AM,78613.0
THEFT                         ,Theft: All Other Larceny,12/17/2014 12:00:00 AM,7105 BENNETT AVE                                                                                    ,12/23/2014 12:00:00 AM,78752.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/09/2014 12:00:00 AM,1601 E ANDERSON LN EB                                                                               ,06/11/2014 12:00:00 AM,78752.0
BURGLARY OF VEHICLE           ,Theft: BOV,09/14/2014 12:00:00 AM,11617 RESEARCH BLVD SVRD NB                                                                         ,09/19/2014 12:00:00 AM,78759.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/22/2014 12:00:00 AM,11300 N LAMAR BLVD                                                                                  ,11/02/2014 12:00:00 AM,78758.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,12/04/2014 12:00:00 AM,920 E 40TH ST                                                                                       ,12/09/2014 12:00:00 AM,78751.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",09/04/2014 12:00:00 AM,2203 FAIR OAKS DR                                                                                   ,10/07/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/21/2014 12:00:00 AM,1803 E ANDERSON LN EB                                                                               ,03/24/2014 12:00:00 AM,78752.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",06/05/2014 12:00:00 AM,11900 STONEHOLLOW DR                                                                                ,06/10/2014 12:00:00 AM,78758.0
THEFT                         ,Theft: All Other Larceny,06/10/2014 12:00:00 AM,500 E 51ST ST                                                                                       ,06/20/2014 12:00:00 AM,78751.0
THEFT                         ,Theft: All Other Larceny,11/26/2014 12:00:00 AM,3600 S IH 35 NB                                                                                     ,,78741.0
AGG ASLT STRANGLE/SUFFOCATE   ,Aggravated Assault,11/09/2014 12:00:00 AM,9220 N IH 35 SVRD SB                                                                                ,11/13/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/11/2014 12:00:00 AM,E 8TH ST / COMAL ST                                                                                 ,08/13/2014 12:00:00 AM,78702.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/30/2014 12:00:00 AM,3422 WILLOWRUN DR                                                                                   ,02/03/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,04/24/2014 12:00:00 AM,2400 WICKERSHAM LN                                                                                  ,05/01/2014 12:00:00 AM,78741.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,04/02/2014 12:00:00 AM,1500 S LAMAR BLVD                                                                                   ,04/08/2014 12:00:00 AM,78704.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,05/18/2014 12:00:00 AM,12612 N LAMAR BLVD                                                                                  ,06/05/2014 12:00:00 AM,78753.0
THEFT                         ,Theft: All Other Larceny,08/04/2014 12:00:00 AM,12300 BURR RIDGE DR                                                                                 ,12/08/2014 12:00:00 AM,78729.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",04/03/2014 12:00:00 AM,1500 CROSSING PL                                                                                    ,06/17/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,02/25/2014 12:00:00 AM,5621 N IH 35 SVRD NB                                                                                ,02/26/2014 12:00:00 AM,78723.0
THEFT                         ,Theft: All Other Larceny,06/19/2014 12:00:00 AM,5001 BAKER ST                                                                                       ,06/24/2014 12:00:00 AM,78721.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",08/28/2014 12:00:00 AM,3005 PARKER LN                                                                                      ,09/09/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,05/17/2014 12:00:00 AM,1114 W 5TH ST                                                                                       ,06/02/2014 12:00:00 AM,78703.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/19/2014 12:00:00 AM,1109 S PLEASANT VALLEY RD                                                                           ,05/20/2014 12:00:00 AM,78741.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",08/06/2014 12:00:00 AM,1515 WICKERSHAM LN                                                                                  ,08/08/2014 12:00:00 AM,78741.0
RAPE                          ,Rape,03/25/2014 12:00:00 AM,,04/02/2014 12:00:00 AM,78745.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",09/04/2014 12:00:00 AM,1700 BITTER CREEK DR                                                                                ,09/10/2014 12:00:00 AM,78744.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,09/18/2014 12:00:00 AM,9607 RESEARCH BLVD SVRD NB                                                                          ,09/25/2014 12:00:00 AM,78759.0
THEFT                         ,Theft: All Other Larceny,10/04/2014 12:00:00 AM,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,10/08/2014 12:00:00 AM,78746.0
THEFT                         ,Theft: All Other Larceny,09/21/2014 12:00:00 AM,2800 COLLINS CREEK DR                                                                               ,09/30/2014 12:00:00 AM,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/30/2014 12:00:00 AM,1311 S 1ST ST                                                                                       ,09/02/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/21/2014 12:00:00 AM,1406 DALE DR                                                                                        ,03/26/2014 12:00:00 AM,78757.0
AUTO THEFT                    ,Auto Theft,11/11/2014 12:00:00 AM,11900 METRIC BLVD                                                                                   ,03/06/2015 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,09/05/2014 12:00:00 AM,1013 WISTERIA TRL                                                                                   ,09/08/2014 12:00:00 AM,78753.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",04/03/2014 12:00:00 AM,6909 BANCROFT WOODS DR                                                                              ,04/23/2014 12:00:00 AM,78729.0
AGG ASSAULT                   ,Aggravated Assault,04/13/2014 12:00:00 AM,6121 N LAMAR BLVD                                                                                   ,06/20/2014 12:00:00 AM,78752.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/31/2014 12:00:00 AM,10010 N CAPITAL OF TEXAS HWY NB                                                                     ,04/01/2014 12:00:00 AM,78759.0
THEFT                         ,Theft: All Other Larceny,07/30/2014 12:00:00 AM,1030 NORWOOD PARK BLVD                                                                              ,09/25/2014 12:00:00 AM,78753.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",04/20/2014 12:00:00 AM,2304 RACHAEL CT                                                                                     ,05/06/2014 12:00:00 AM,78748.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/04/2014 12:00:00 AM,7301 CHISOS PASS                                                                                    ,12/15/2014 12:00:00 AM,78724.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,07/28/2014 12:00:00 AM,2300 W BEN WHITE BLVD SVRD WB                                                                       ,07/31/2014 12:00:00 AM,78704.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",07/01/2014 12:00:00 AM,10632 MARSHITAHS WAY                                                                                ,07/07/2014 12:00:00 AM,78748.0
THEFT OF LICENSE PLATE        ,Theft: All Other Larceny,03/13/2014 12:00:00 AM,5800 WELLINGTON DR                                                                                  ,03/18/2014 12:00:00 AM,78723.0
THEFT                         ,Theft: All Other Larceny,12/02/2014 12:00:00 AM,600 W WILLIAM CANNON DR                                                                             ,12/04/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/17/2014 12:00:00 AM,2712 PARKER LN                                                                                      ,03/18/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,05/09/2014 12:00:00 AM,9705 BURNET RD                                                                                      ,06/23/2014 12:00:00 AM,78758.0
AUTO THEFT                    ,Auto Theft,06/27/2014 12:00:00 AM,6700 COOPER LN                                                                                      ,06/30/2014 12:00:00 AM,78745.0
THEFT                         ,Theft: All Other Larceny,01/21/2014 12:00:00 AM,919 E 32ND ST                                                                                       ,01/22/2014 12:00:00 AM,78705.0
BURG NON RESIDENCE SHEDS      ,"Burglary / 
Breaking & Entering",08/14/2014 12:00:00 AM,2006 SCHULLE AVE                                                                                    ,08/21/2014 12:00:00 AM,78703.0
AUTO THEFT                    ,Auto Theft,06/24/2014 12:00:00 AM,2506 PEARL ST                                                                                       ,06/27/2014 12:00:00 AM,78705.0
THEFT                         ,Theft: All Other Larceny,03/22/2014 12:00:00 AM,3311 ESPERANZA XING                                                                                 ,09/03/2014 12:00:00 AM,78758.0
THEFT                         ,Theft: All Other Larceny,05/29/2014 12:00:00 AM,8643 PINEY CREEK BND                                                                                ,06/30/2014 12:00:00 AM,78745.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,12/31/2014 12:00:00 AM,9607 RESEARCH BLVD SVRD NB                                                                          ,01/07/2015 12:00:00 AM,78759.0
THEFT                         ,Theft: All Other Larceny,10/17/2014 12:00:00 AM,7513 N IH 35 SVRD NB                                                                                ,10/22/2014 12:00:00 AM,78752.0
DEADLY CONDUCT                ,Aggravated Assault,03/09/2014 12:00:00 AM,5707 MANOR RD                                                                                       ,03/26/2014 12:00:00 AM,78723.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,01/07/2014 12:00:00 AM,1030 NORWOOD PARK BLVD                                                                              ,01/07/2014 12:00:00 AM,78753.0
THEFT FROM PERSON             ,Theft: Pocket Picking,06/16/2014 12:00:00 AM,301 W BEN WHITE BLVD EB                                                                             ,,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/17/2014 12:00:00 AM,2101 BURTON DR                                                                                      ,08/18/2014 12:00:00 AM,78741.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",10/01/2014 12:00:00 AM,1105 CLAYTON LN                                                                                     ,10/08/2014 12:00:00 AM,78723.0
THEFT                         ,Theft: All Other Larceny,02/09/2014 12:00:00 AM,9300 S IH 35 SB                                                                                     ,,78745.0
BURG NON RESIDENCE SHEDS      ,"Burglary / 
Breaking & Entering",05/04/2014 12:00:00 AM,615 RADAM LN                                                                                        ,06/03/2014 12:00:00 AM,78745.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",11/07/2014 12:00:00 AM,7501 S IH 35 SVRD NB                                                                                ,11/26/2014 12:00:00 AM,78744.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/29/2014 12:00:00 AM,502 W LONGSPUR BLVD                                                                                 ,07/01/2014 12:00:00 AM,78753.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,11/14/2014 12:00:00 AM,2450 WICKERSHAM LN                                                                                  ,11/26/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,04/06/2014 12:00:00 AM,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,04/26/2014 12:00:00 AM,78746.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",06/24/2014 12:00:00 AM,1801 WOOTEN PARK DR                                                                                 ,07/21/2014 12:00:00 AM,78757.0
THEFT                         ,Theft: All Other Larceny,09/03/2014 12:00:00 AM,1735 RUTLAND DR                                                                                     ,10/20/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/11/2014 12:00:00 AM,9700 STONELAKE BLVD                                                                                 ,11/12/2014 12:00:00 AM,78759.0
THEFT                         ,Theft: All Other Larceny,09/05/2014 12:00:00 AM,12419 METRIC BLVD                                                                                   ,10/23/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/11/2014 12:00:00 AM,2200 S PLEASANT VALLEY RD                                                                           ,05/19/2014 12:00:00 AM,78741.0
AGG ASLT STRANGLE/SUFFOCATE   ,Aggravated Assault,11/01/2014 12:00:00 AM,12700 FOXHOUND CV                                                                                   ,11/07/2014 12:00:00 AM,78729.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/20/2014 12:00:00 AM,1220 CAMINO LA COSTA                                                                                ,01/13/2015 12:00:00 AM,78752.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/13/2014 12:00:00 AM,3400 SPEEDWAY                                                                                       ,11/04/2014 12:00:00 AM,78705.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,07/16/2014 12:00:00 AM,801 W JOHANNA ST                                                                                    ,08/01/2014 12:00:00 AM,78704.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",05/09/2014 12:00:00 AM,3300 PARKER LN                                                                                      ,07/10/2014 12:00:00 AM,78741.0
THEFT FROM PERSON             ,Theft: Pocket Picking,10/13/2014 12:00:00 AM,3300 WEBBERVILLE RD                                                                                 ,10/15/2014 12:00:00 AM,78702.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",04/29/2014 12:00:00 AM,2407 MONTOPOLIS DR                                                                                  ,05/19/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,12/06/2014 12:00:00 AM,9307 N LAMAR BLVD                                                                                   ,12/08/2014 12:00:00 AM,78753.0
THEFT                         ,Theft: All Other Larceny,01/28/2014 12:00:00 AM,6104 WHELESS CV                                                                                     ,01/28/2014 12:00:00 AM,78723.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,12/23/2014 12:00:00 AM,12901 N IH 35 SVRD NB                                                                               ,12/24/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/10/2014 12:00:00 AM,1721 MONAHANS LN                                                                                    ,03/20/2015 12:00:00 AM,78748.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,03/12/2014 12:00:00 AM,510 S CONGRESS AVE                                                                                  ,03/18/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,09/05/2014 12:00:00 AM,7905 SCOTLAND YRD                                                                                   ,09/08/2014 12:00:00 AM,78759.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",07/06/2014 12:00:00 AM,1500 ROYAL CREST DR                                                                                 ,07/11/2014 12:00:00 AM,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/10/2014 12:00:00 AM,1000 W RUNDBERG LN                                                                                  ,03/11/2014 12:00:00 AM,78758.0
THEFT                         ,Theft: All Other Larceny,03/16/2014 12:00:00 AM,600 N LAMAR BLVD                                                                                    ,03/18/2014 12:00:00 AM,78703.0
THEFT                         ,Theft: All Other Larceny,11/17/2014 12:00:00 AM,801 E WILLIAM CANNON DR                                                                             ,12/09/2014 12:00:00 AM,78745.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",02/02/2014 12:00:00 AM,6200 LOYOLA LN                                                                                      ,03/05/2014 12:00:00 AM,78724.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/31/2014 12:00:00 AM,1600 CITY PARK RD                                                                                   ,06/06/2014 12:00:00 AM,78730.0
THEFT                         ,Theft: All Other Larceny,09/02/2014 12:00:00 AM,1936 E OLTORF ST                                                                                    ,12/09/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,07/15/2014 12:00:00 AM,2526 DURWOOD ST                                                                                     ,07/18/2014 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,03/17/2014 12:00:00 AM,1701 E WILLIAM CANNON DR                                                                            ,03/21/2014 12:00:00 AM,78744.0
ROBBERY BY ASSAULT            ,Robbery,07/24/2014 12:00:00 AM,823 CONGRESS AVE                                                                                    ,08/01/2014 12:00:00 AM,78701.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/30/2014 12:00:00 AM,7001 S CONGRESS AVE                                                                                 ,09/04/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/06/2014 12:00:00 AM,308 DAWSON RD                                                                                       ,12/09/2014 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,07/14/2014 12:00:00 AM,3306 LONGHORN BLVD                                                                                  ,07/16/2014 12:00:00 AM,78758.0
THEFT FROM PERSON             ,Theft: Pocket Picking,03/15/2014 12:00:00 AM,500 E 7TH ST                                                                                        ,04/05/2014 12:00:00 AM,78701.0
THEFT                         ,Theft: All Other Larceny,08/11/2014 12:00:00 AM,11207 N LAMAR BLVD                                                                                  ,09/03/2014 12:00:00 AM,78753.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",07/14/2014 12:00:00 AM,2915 AFTONSHIRE WAY                                                                                 ,07/18/2014 12:00:00 AM,78748.0
THEFT OF LICENSE PLATE        ,Theft: All Other Larceny,08/07/2014 12:00:00 AM,2237 E RIVERSIDE DR                                                                                 ,08/07/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,05/02/2014 12:00:00 AM,2025 W BEN WHITE BLVD SVRD EB                                                                       ,05/05/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/20/2014 12:00:00 AM,3900 S MOPAC EXPY SB                                                                                ,05/20/2014 12:00:00 AM,78735.0
THEFT                         ,Theft: All Other Larceny,08/19/2014 12:00:00 AM,806 ANGLETON CV                                                                                     ,09/18/2014 12:00:00 AM,78748.0
THEFT FROM PERSON             ,Theft: Pocket Picking,12/11/2014 12:00:00 AM,2605 E 7TH ST                                                                                       ,12/17/2014 12:00:00 AM,78702.0
THEFT                         ,Theft: All Other Larceny,02/03/2014 12:00:00 AM,7112 ED BLUESTEIN BLVD SB                                                                           ,02/21/2014 12:00:00 AM,78723.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,09/12/2014 12:00:00 AM,600 W WILLIAM CANNON DR                                                                             ,10/01/2014 12:00:00 AM,78745.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,01/05/2014 12:00:00 AM,930O S IH 35 SVRD SB                                                                                ,,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,09/09/2014 12:00:00 AM,1911 WILLOW CREEK DR                                                                                ,09/09/2014 12:00:00 AM,78741.0
THEFT OF LICENSE PLATE        ,Theft: All Other Larceny,05/21/2014 12:00:00 AM,4628 HOFFMAN DR                                                                                     ,05/25/2014 12:00:00 AM,78749.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,01/05/2014 12:00:00 AM,2038 E STASSNEY LN                                                                                  ,01/08/2014 12:00:00 AM,78744.0
THEFT FROM PERSON             ,Theft: Pocket Picking,12/31/2014 12:00:00 AM,1900 BURTON DR                                                                                      ,,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,02/18/2014 12:00:00 AM,13265 N US 183 HWY SVRD NB                                                                          ,02/20/2014 12:00:00 AM,78729.0
AGG ROBBERY BY ASSAULT        ,Robbery,02/27/2014 12:00:00 AM,4100 W SLAUGHTER LN                                                                                 ,03/20/2014 12:00:00 AM,78749.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",05/07/2014 12:00:00 AM,7705 CHIMNEY CORNERS                                                                                ,05/20/2014 12:00:00 AM,78731.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/18/2014 12:00:00 AM,3900 S MOPAC EXPY NB                                                                                ,07/22/2014 12:00:00 AM,78746.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",11/14/2014 12:00:00 AM,7800 CREEKMERE LN                                                                                   ,12/10/2014 12:00:00 AM,78748.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",12/27/2014 12:00:00 AM,5001 PEPPER LN                                                                                      ,03/11/2015 12:00:00 AM,78744.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/22/2014 12:00:00 AM,2108 WORDSWORTH DR                                                                                  ,06/26/2014 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,05/15/2014 12:00:00 AM,3707 MANCHACA RD                                                                                    ,05/16/2014 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,07/27/2014 12:00:00 AM,1401 S PLEASANT VALLEY RD                                                                           ,08/05/2014 12:00:00 AM,78741.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",07/30/2014 12:00:00 AM,1103 W ANNIE ST                                                                                     ,08/01/2014 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,08/07/2014 12:00:00 AM,5003 WASSON RD                                                                                      ,08/20/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/15/2014 12:00:00 AM,838 W NORTH LOOP BLVD                                                                               ,01/16/2014 12:00:00 AM,78756.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,07/07/2014 12:00:00 AM,2110 W SLAUGHTER LN                                                                                 ,07/15/2014 12:00:00 AM,78748.0
TAKE WEAPON FRM POLICE OFFICER,Aggravated Assault,06/10/2014 12:00:00 AM,900 BLOCK N IH 35 SVRD SB                                                                           ,06/18/2014 12:00:00 AM,78701.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/28/2014 12:00:00 AM,11066 PECAN PARK BLVD                                                                               ,05/29/2014 12:00:00 AM,78613.0
THEFT FROM AUTO               ,Theft: BOV,08/30/2014 12:00:00 AM,2237 E RIVERSIDE DR                                                                                 ,09/02/2014 12:00:00 AM,78741.0
AGG ASLT STRANGLE/SUFFOCATE   ,Aggravated Assault,09/14/2014 12:00:00 AM,5617 WAR ADMIRAL DR                                                                                 ,09/24/2014 12:00:00 AM,78617.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",08/22/2014 12:00:00 AM,5401 AGUA CALIENTE CV                                                                               ,09/03/2014 12:00:00 AM,78744.0
THEFT OF AUTO PARTS           ,Theft: Auto Parts,11/08/2014 12:00:00 AM,2303 GALWAY ST                                                                                      ,11/11/2014 12:00:00 AM,78758.0
